game_id,season,team,side,batting_order,player_id,player_name,position,batting_avg,obp,slg,ops,home_runs,rbi,k_rate,bb_rate
13,1,Waukesha Foxes,away,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
13,1,Waukesha Foxes,away,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
13,1,Waukesha Foxes,away,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
13,1,Waukesha Foxes,away,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
13,1,Waukesha Foxes,away,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
14,1,Maunesha River Rats,home,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
14,1,Maunesha River Rats,home,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
14,1,Maunesha River Rats,home,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
14,1,Maunesha River Rats,home,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
14,1,Maunesha River Rats,home,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
14,1,Maunesha River Rats,home,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
14,1,Maunesha River Rats,home,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
14,1,Maunesha River Rats,home,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
14,1,Maunesha River Rats,home,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
14,1,Waukesha Foxes,away,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
14,1,Waukesha Foxes,away,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
14,1,Waukesha Foxes,away,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
14,1,Waukesha Foxes,away,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
14,1,Waukesha Foxes,away,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
14,1,Waukesha Foxes,away,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
14,1,Waukesha Foxes,away,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
14,1,Waukesha Foxes,away,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
14,1,Waukesha Foxes,away,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
15,1,Maunesha River Rats,home,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
15,1,Maunesha River Rats,home,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
15,1,Maunesha River Rats,home,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
15,1,Maunesha River Rats,home,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
15,1,Maunesha River Rats,home,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
15,1,Maunesha River Rats,home,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
15,1,Maunesha River Rats,home,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
15,1,Maunesha River Rats,home,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
15,1,Maunesha River Rats,home,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
15,1,Waukesha Foxes,away,1,81,Sean Krueger,C,0.27,0.331,0.465,0.796,2,15,0.097,0.057
15,1,Waukesha Foxes,away,2,82,Jake Quinn,1B,0.246,0.324,0.43,0.754,2,5,0.203,0.028
15,1,Waukesha Foxes,away,3,83,Kevin Anderson,2B,0.346,0.434,0.512,0.946,3,29,0.182,0.111
15,1,Waukesha Foxes,away,4,84,Colton Rohde,3B,0.263,0.326,0.38,0.706,0,9,0.122,0.049
15,1,Waukesha Foxes,away,5,85,Liam Erickson,SS,0.286,0.351,0.494,0.845,2,14,0.116,0.097
15,1,Waukesha Foxes,away,6,86,Luke Lehmann,LF,0.264,0.304,0.365,0.669,0,5,0.141,0.065
15,1,Waukesha Foxes,away,7,87,Xavier Gonzalez,CF,0.277,0.372,0.414,0.786,1,8,0.144,0.04
15,1,Waukesha Foxes,away,8,88,Carter Turner,RF,0.27,0.308,0.37,0.678,1,29,0.11,0.023
15,1,Waukesha Foxes,away,9,89,Jake Strang,DH,0.253,0.3,0.348,0.648,1,11,0.306,0.037
16,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
16,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
16,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
16,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
16,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
16,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
16,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
16,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
16,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
16,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
16,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
16,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
16,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
16,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
16,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
16,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
16,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
16,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
17,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
17,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
17,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
17,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
17,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
17,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
17,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
17,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
17,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
17,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
17,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
17,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
17,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
17,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
17,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
17,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
17,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
17,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
18,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
18,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
18,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
18,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
18,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
18,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
18,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
18,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
18,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
18,1,Maunesha River Rats,away,1,1,Tristan Young,C,0.316,0.398,0.535,0.933,0,24,0.198,0.062
18,1,Maunesha River Rats,away,2,2,Grant Bauer,1B,0.287,0.357,0.364,0.721,1,16,0.188,0.039
18,1,Maunesha River Rats,away,3,3,Grayson Jensen,2B,0.282,0.333,0.375,0.708,1,33,0.114,0.074
18,1,Maunesha River Rats,away,4,4,Miles Hoffman,3B,0.25,0.297,0.353,0.65,0,15,0.211,0.073
18,1,Maunesha River Rats,away,5,5,Xavier Xiong,SS,0.305,0.367,0.44,0.807,2,11,0.103,0.045
18,1,Maunesha River Rats,away,6,6,Liam Ulrich,LF,0.257,0.323,0.376,0.699,2,6,0.4,0.063
18,1,Maunesha River Rats,away,7,7,Luke Palmer,CF,0.234,0.286,0.349,0.635,0,13,0.156,0.027
18,1,Maunesha River Rats,away,8,8,Weston Turner,RF,0.254,0.317,0.408,0.725,1,14,0.25,0.06
18,1,Maunesha River Rats,away,9,9,Quinn Kowalski,DH,0.248,0.317,0.315,0.632,0,14,0.17,0.068
19,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
19,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
19,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
19,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
19,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
19,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
19,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
19,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
19,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
19,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
19,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
19,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
19,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
19,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
19,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
19,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
19,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
19,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
20,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
20,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
20,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
20,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
20,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
20,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
20,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
20,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
20,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
20,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
20,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
20,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
20,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
20,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
20,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
20,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
20,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
20,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
21,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
21,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
21,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
21,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
21,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
21,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
21,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
21,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
21,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
21,1,Northshore Bobbers,away,1,33,Kevin Lehmann,C,0.28,0.363,0.423,0.786,1,16,0.116,0.035
21,1,Northshore Bobbers,away,2,34,Bryce Robinson,1B,0.257,0.306,0.361,0.667,1,11,0.182,0.031
21,1,Northshore Bobbers,away,3,35,Kevin Carlson,2B,0.302,0.387,0.432,0.819,2,13,0.243,0.058
21,1,Northshore Bobbers,away,4,36,Caleb Nelson,3B,0.266,0.313,0.474,0.787,0,16,0.141,0.055
21,1,Northshore Bobbers,away,5,37,Cole Anderson,SS,0.245,0.29,0.374,0.664,0,6,0.139,0.045
21,1,Northshore Bobbers,away,6,38,Spencer Irvine,LF,0.271,0.325,0.399,0.724,2,17,0.106,0.053
21,1,Northshore Bobbers,away,7,39,Justin Werner,CF,0.273,0.313,0.334,0.647,0,18,0.393,0.067
21,1,Northshore Bobbers,away,8,40,Brady Larson,RF,0.32,0.362,0.426,0.788,2,33,0.16,0.038
21,1,Northshore Bobbers,away,9,41,Marcus Morrison,DH,0.314,0.399,0.399,0.798,2,25,0.091,0.076
22,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
22,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
22,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
22,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
22,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
22,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
22,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
22,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
22,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
22,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
22,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
22,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
22,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
22,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
22,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
22,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
22,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
22,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
23,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
23,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
23,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
23,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
23,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
23,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
23,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
23,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
23,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
23,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
23,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
23,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
23,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
23,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
23,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
23,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
23,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
23,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
24,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
24,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
24,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
24,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
24,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
24,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
24,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
24,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
24,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
24,1,Lakeside Beach Bums,away,1,49,Sawyer Nelson,C,0.294,0.37,0.375,0.745,0,13,0.179,0.029
24,1,Lakeside Beach Bums,away,2,50,Xavier Dietrich,1B,0.275,0.338,0.455,0.793,0,8,0.224,0.047
24,1,Lakeside Beach Bums,away,3,51,Marcus Burkhart,2B,0.27,0.352,0.398,0.75,0,25,0.144,0.05
24,1,Lakeside Beach Bums,away,4,52,Cole Strang,3B,0.273,0.312,0.442,0.754,1,12,0.2,0.034
24,1,Lakeside Beach Bums,away,5,53,Colton Rasmussen,SS,0.247,0.326,0.359,0.685,1,15,0.151,0.067
24,1,Lakeside Beach Bums,away,6,54,Sean Fischer,LF,0.285,0.375,0.379,0.754,0,5,0.134,0.032
24,1,Lakeside Beach Bums,away,7,55,Weston Aldrich,CF,0.266,0.314,0.327,0.641,0,13,0.24,0.048
24,1,Lakeside Beach Bums,away,8,56,Ethan Quinn,RF,0.277,0.37,0.439,0.809,0,9,0.324,0.063
24,1,Lakeside Beach Bums,away,9,57,Brady Hansen,DH,0.255,0.327,0.354,0.681,1,5,0.242,0.032
25,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
25,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
25,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
25,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
25,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
25,1,Wisconsin Cheese Kings,home,6,22,Owen Fischer,LF,0.251,0.303,0.332,0.635,1,14,0.132,0.046
25,1,Wisconsin Cheese Kings,home,7,23,Colton Christensen,CF,0.277,0.341,0.366,0.707,0,14,0.235,0.036
25,1,Wisconsin Cheese Kings,home,8,24,Cameron Rohde,RF,0.236,0.319,0.454,0.773,1,7,0.089,0.047
25,1,Wisconsin Cheese Kings,home,9,25,Jared Falk,DH,0.26,0.332,0.412,0.744,2,12,0.215,0.037
25,1,Johnson Creek Mapaches,away,1,65,Ryan Young,C,0.222,0.265,0.359,0.624,0,14,0.319,0.053
25,1,Johnson Creek Mapaches,away,2,66,Weston Rasmussen,1B,0.284,0.321,0.475,0.796,1,26,0.19,0.049
25,1,Johnson Creek Mapaches,away,3,67,Tyler Quinn,2B,0.306,0.39,0.441,0.831,2,12,0.129,0.043
25,1,Johnson Creek Mapaches,away,4,68,Travis Davis,3B,0.24,0.304,0.36,0.664,1,24,0.409,0.08
25,1,Johnson Creek Mapaches,away,5,69,Tanner Hansen,SS,0.348,0.423,0.509,0.932,1,21,0.129,0.046
25,1,Johnson Creek Mapaches,away,6,70,Ryan Carlson,LF,0.311,0.399,0.524,0.923,1,19,0.171,0.036
25,1,Johnson Creek Mapaches,away,7,71,Owen Zimmerman,CF,0.295,0.342,0.444,0.786,2,11,0.088,0.028
25,1,Johnson Creek Mapaches,away,8,72,Parker Young,RF,0.309,0.381,0.482,0.863,0,5,0.26,0.104
25,1,Johnson Creek Mapaches,away,9,73,Tristan Rasmussen,DH,0.267,0.301,0.471,0.772,1,6,0.098,0.057
26,1,Wisconsin Cheese Kings,home,1,17,Kevin Werner,C,0.278,0.323,0.362,0.685,0,20,0.144,0.068
26,1,Wisconsin Cheese Kings,home,2,18,Marcus Sullivan,1B,0.24,0.279,0.425,0.704,0,23,0.112,0.029
26,1,Wisconsin Cheese Kings,home,3,19,Noah Falk,2B,0.298,0.388,0.491,0.879,2,16,0.333,0.068
26,1,Wisconsin Cheese Kings,home,4,20,Jared Dietrich,3B,0.313,0.349,0.408,0.757,2,29,0.1,0.081
26,1,Wisconsin Cheese Kings,home,5,21,Grayson Fowler,SS,0.307,0.372,0.486,0.858,2,20,0.35,0.087
